id,salary
32571,8023295.743981814
32572,4215445.699573482
32573,5162639.775242702
32574,5766446.777193629
32575,10256149.016575549
32576,5969462.189506863
32577,4963826.964502197
32578,5261779.7409847155
32579,7140334.9562431
32580,5802151.322545773
32581,4203547.196639042
32582,5554773.314826686
32583,5165811.931274632
32584,1348416.2575992818
32585,4245015.727209518
32586,4800354.541463664
32587,3848408.4944528993
32588,8488966.92325402
32589,5538496.901094383
32590,6931200.997747464
32591,4579210.0598549135
32592,4740429.0248840805
32593,4795016.724895135
32594,5826856.337505009
32595,8734576.682545025
32596,4611855.263656024
32597,16973422.627748743
32598,5620150.56834418
32599,4846172.369725547
32600,4591245.062653476
32601,5261527.434699243
32602,5490805.627304442
32603,4423305.9850140335
32604,9926991.644227399
32605,6121440.473799294
32606,6131996.85663751
32607,5207287.091646219
32608,4155468.351524408
32609,5535575.633160363
32610,8052257.156229696
32611,5310796.019481852
32612,5195683.13425953
32613,14160937.999606889
32614,5859147.884727784
32615,3879503.693813979
32616,7263447.716012152
32617,4476063.139851257
32618,6971399.484959252
32619,4069567.387065263
32620,4571157.931993382
32621,5072002.2231414
32622,3545008.8167379987
32623,3759207.905797645
32624,4621228.655172823
32625,3822288.1914494038
32626,7568494.878779232
32627,4019333.3715347205
32628,9077744.482427377
32629,4354854.903527026
32630,5373191.1511783255
32631,4202382.709773549
32632,4732193.276959268
32633,4698792.119945855
32634,14769808.38076431
32635,8971990.219636522
32636,4757756.686638512
32637,4501593.169345906
32638,5968117.80525857
32639,18215045.261127386
32640,6871194.612160768
32641,5482737.844333723
32642,5790916.062246547
32643,7470540.830457868
32644,8084552.777120411
32645,8180328.554163052
32646,4721560.256851152
32647,7334040.174722977
32648,5025794.336922992
32649,6399933.500133225
32650,12142193.226255732
32651,5159770.674926233
32652,4126671.224945318
32653,12000037.446906172
32654,7306729.477880146
32655,5449755.034362299
32656,4545917.04652286
32657,5335280.5199908065
32658,6715977.786574079
32659,25272520.78775503
32660,13381134.845965002
32661,7528792.611398651
32662,13601095.276262961
32663,4494145.277919379
32664,13763723.613564651
32665,5079156.196278778
32666,7049116.9336967785
32667,5768635.91294032
32668,3633302.7669088235
32669,5235196.634302419
32670,7052053.545294251
32671,6007498.922997014
32672,7201146.944125451
32673,5483089.161069029
32674,4658832.519206598
32675,4713713.1355873
32676,5269398.342145985
32677,4730297.6086795805
32678,5107651.488286966
32679,3929086.7749874415
32680,3020739.0113131525
32681,6380276.162729136
32682,4776894.919054201
32683,4630720.181813472
32684,29359876.170938812
32685,20341517.914130725
32686,7832527.434027986
32687,6863816.378314769
32688,4418060.444095994
32689,10175347.78875412
32690,10305885.702222046
32691,5342035.509248881
32692,19968174.758970976
32693,6562690.588815951
32694,7562519.113198696
32695,4864133.493317384
32696,8325493.496761323
32697,8622863.649809306
32698,9975373.862546302
32699,4260302.35044543
32700,5776313.207394213
32701,6235583.88258687
32702,5950277.175350458
32703,10558726.297377538
32704,7641488.3843169585
32705,10979222.407927768
32706,5538618.671426869
32707,5733747.85278476
32708,4498215.478418582
32709,4290152.034239078
32710,3127464.8957441016
32711,14567297.692629391
32712,10919042.007328391
32713,19837069.953847744
32714,5973327.033705467
32715,3274539.53192243
32716,16490031.756662186
32717,7189917.296065113
32718,5694030.394489095
32719,6346828.063731132
32720,3490472.904662514
32721,13207511.936146496
32722,5317769.656080349
32723,6316048.139733127
32724,6459462.96549067
32725,4665385.338858129
32726,4368971.796616611
32727,6600738.008780933
32728,6053219.84934853
32729,12344029.25774942
32730,6534524.32502641
32731,4985923.55464963
32732,5642445.123998424
32733,10699743.95513232
32734,6404544.584183573
32735,2668368.7584942
32736,11045269.124883581
32737,9802265.92468029
32738,10157079.839368673
32739,6308985.47158862
32740,4268511.408647002
32741,21725713.326168917
32742,2429586.071655071
32743,8506680.826394739
32744,4094693.91097594
32745,3456811.003364682
32746,5518249.703295474
32747,52756370.00624729
32748,3766709.9150322895
32749,9614516.455495758
32750,6165487.630973435
32751,10474531.239863025
32752,4196092.098042724
32753,4605471.168887639
32754,3248514.6004530285
32755,2263825.1093428987
32756,6043771.009798115
32757,20788405.001453657
32758,5317333.5208682325
32759,5194405.876505033
32760,25356114.033615507
32761,12612514.592789307
32762,5983080.35322843
32763,4355117.570160466
32764,3952076.334686116
32765,12600468.018113988
32766,5085670.9012907045
32767,4766213.309730123
32768,4576485.199030679
32769,4544207.048406125
32770,3929086.7749874415
32771,6120590.52213446
32772,4978644.955833879
32773,13382901.523719737
32774,3820085.8840326164
32775,5353469.982288299
32776,5827839.618242234
32777,15890133.905751279
32778,6338368.373859736
32779,8469512.845904991
32780,3599120.77985302
32781,6121440.473799294
32782,5351196.352053494
32783,6680991.4785541585
32784,7526182.423715944
32785,10431465.091575095
32786,14879622.648576744
32787,6613025.632787684
32788,7205374.511292474
32789,4690736.456977127
32790,12056575.575196192
32791,7187682.512424291
32792,4719520.562090158
32793,7175137.611532953
32794,7140764.527357329
32795,7848090.936578353
32796,8530753.873335328
32797,4469117.083808128
32798,14703311.429603372
32799,15503527.552333605
32800,6528795.986933957
32801,11045269.124883581
32802,4602196.514600408
32803,6849376.618737289
32804,4345197.946069097
32805,7928637.1144687645
32806,5450588.302404536
32807,4251356.807207631
32808,4079346.273250719
32809,4973763.972586225
32810,4457952.244852343
32811,4498721.902817082
32812,10900719.526671905
32813,4715005.85235577
32814,7526241.532430166
32815,4915501.331868496
32816,11186218.708412025
32817,4358445.902636626
32818,4876894.794079213
32819,5860505.565557644
32820,5499781.728584144
32821,15071211.406792728
32822,5941799.174421108
32823,6510493.537457358
32824,3699291.50212817
32825,9926991.644227399
32826,4004044.7779669724
32827,6940111.031749804
32828,9382584.362320326
32829,3726344.936440293
32830,4376658.1844740305
32831,4127515.449790981
32832,4722408.640360057
32833,37970662.32998982
32834,16695890.620180573
32835,4319453.876221749
32836,6742343.049578296
32837,4241031.13105005
32838,7849469.909620029
32839,4126671.224945318
32840,5379578.403171074
32841,3747352.8508076915
32842,6936480.854783683
32843,6532070.061466821
32844,4203247.5141986655
32845,10071629.109527348
32846,5655978.245430075
32847,4662883.079301998
32848,4668981.521812149
32849,3553210.324936404
32850,3832382.361954447
32851,4832478.119516535
32852,4682160.801015109
32853,3940157.813001382
32854,4398414.783468482
32855,6934582.838210415
32856,3929086.7749874415
32857,5872020.779201044
32858,11426417.580782197
32859,3394865.40960149
32860,4015926.1981749223
32861,13853799.261118434
32862,4360797.226395466
32863,6512759.389701195
32864,7128774.085826136
32865,5745767.6143729035
32866,5827252.251943518
32867,4302931.50461024
32868,4005716.270896786
32869,5099745.107120359
32870,4744206.843605338
32871,4501593.169345906
32872,5064717.440595156
32873,4046022.1278461674
32874,7837695.056518279
32875,4279792.5851984415
32876,4346806.100321478
32877,5698860.668379979
32878,6802262.534568809
32879,6760486.639241224
32880,7739599.96119903
32881,4905944.671930884
32882,12300177.590000808
32883,6352206.737842332
32884,4818664.910899328
32885,6769656.603184938
32886,3582482.471412014
32887,12437092.548663814
32888,4177537.391562395
32889,7404340.740186932
32890,4588293.767451732
32891,4126671.224945318
32892,4108993.738281058
32893,4868091.202212743
32894,6528795.986933957
32895,4512424.264242512
32896,4801813.232980153
32897,8761191.03568282
32898,5782305.815747126
32899,3582482.471412014
32900,14769247.269000635
32901,5977236.89503415
32902,3909151.9020203184
32903,5405457.850452256
32904,4614465.114206344
32905,5335992.424571848
32906,6043220.068874223
32907,3867203.8568855394
32908,4803853.020582796
32909,3729452.1944844625
32910,6490603.366681434
32911,10039337.12604149
32912,5698860.668379979
32913,7396084.509569943
32914,14335585.007038701
32915,6092033.849012871
32916,9532770.79880784
32917,4946612.720823124
32918,4565451.523365175
32919,3399043.095321266
32920,4804152.183514413
32921,10456548.021988343
32922,15897534.236304142
32923,6787470.60932149
32924,5640623.456163402
32925,4544207.048406125
32926,5020621.41536426
32927,4199132.89768886
32928,6502951.547477272
32929,6404496.314862473
32930,8658205.387589082
32931,10919042.007328391
32932,4126671.224945318
32933,8992786.290647559
32934,5063045.319049569
32935,5541076.949463862
32936,4403986.85228148
32937,6459462.96549067
32938,8318648.714575582
32939,8324309.308419149
32940,6306136.245435883
32941,5265397.810485126
32942,4478071.666963619
32943,13933580.834792128
32944,6716971.570507495
32945,3929086.7749874415
32946,5591200.872552254
32947,7539356.71684122
32948,7189242.166121701
32949,4706517.741353302
32950,15890133.905751279
32951,6928793.584253347
32952,5494939.0499160625
32953,4871662.781597018
32954,13146617.117025567
32955,4624972.421868169
32956,5973327.033705467
32957,5050796.309197383
32958,5420355.99842588
32959,5392527.781228278
32960,5170261.118782715
32961,6747902.8292183895
32962,4699860.961008493
32963,7439468.772215222
32964,9891022.369109103
32965,5452071.429835863
32966,3858014.7965004826
32967,9610350.300827635
32968,3971284.805545881
32969,6796377.937797704
32970,7394484.711833045
32971,15890133.905751279
32972,2943071.5121275787
32973,9078742.378382105
32974,14069669.887747074
32975,4578330.67576623
32976,4297905.218973381
32977,9051274.019834703
32978,4385246.247211565
32979,4544207.048406125
32980,4005750.495671924
32981,3685841.3432458225
32982,4806291.831977543
32983,5019956.152151125
32984,10659211.90349457
32985,6004146.519795296
32986,5668068.121034727
32987,4126634.3693258753
32988,5237443.699249082
32989,8023830.505175021
32990,5816648.431929007
32991,5828952.171100604
32992,4475331.6374227945
32993,6635114.547850796
32994,4421882.142183023
32995,5539415.934620547
32996,5839827.920968963
32997,7704987.948955681
32998,5324973.529290454
32999,3216468.2737010466
33000,4544207.048406125
33001,6596377.79225261
33002,4673243.472356569
33003,4903878.491252844
33004,11380226.741563912
